longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,Social_Security_No
-118.11,34.16,52,3158,459,1229,444,5.4223,INLAND,325600,49887
-118.11,34.16,52,2489,437,1101,438,4.2065,INLAND,320300,46235
-118.11,34.16,52,1353,274,852,306,3.4583,INLAND,239900,43192
-118.11,34.15,40,1950,509,1038,438,2.6172,<1H OCEAN,196100,44435
-118.11,34.15,26,2193,558,1186,559,3.6474,<1H OCEAN,184100,42027
-118.12,34.15,35,1760,447,984,384,3.4167,<1H OCEAN,198200,48473
-118.12,34.16,52,2218,437,1211,422,5.0237,<1H OCEAN,241900,45618
-118.1,34.16,46,2863,513,1412,498,5.3272,INLAND,330200,36267
-118.1,34.15,32,978,227,543,211,3.0096,INLAND,199000,40985
-118.1,34.15,14,1442,369,782,343,2.7431,INLAND,177500,48239
-118.08,34.16,42,3490,665,1713,620,4.5461,INLAND,242400,36864
-118.09,34.15,46,271,74,150,55,2.2321,INLAND,237500,49334
-118.09,34.15,52,670,141,268,110,3.5568,INLAND,205000,38958
-118.09,34.15,49,1467,259,688,260,4.3452,INLAND,260100,30150
-118.09,34.16,45,2199,358,942,353,5.0393,INLAND,321100,38361
-118.07,34.16,39,1804,265,730,276,6.4761,INLAND,397500,46810
-118.07,34.16,35,2459,438,970,437,4.2143,INLAND,369400,35424
-118.07,34.15,45,1095,237,672,234,3.4087,INLAND,209200,33006
-118.07,34.14,42,3200,685,1668,628,3.375,INLAND,260400,39169
-118.08,34.15,28,238,58,142,31,0.4999,INLAND,500001,41772
-118.08,34.14,45,2923,604,1903,560,3.1729,INLAND,218700,43824
-118.08,34.14,52,1282,189,431,187,6.1159,INLAND,470800,36304
-118.08,34.13,46,1238,147,377,145,8.4546,INLAND,500001,43654
-118.08,34.13,35,1897,279,733,291,7.4185,INLAND,500001,47583
-118.08,34.14,42,2690,589,1149,535,3.88,INLAND,281100,37085
-118.09,34.14,40,3092,549,1457,536,5.3377,INLAND,373800,36093
-118.09,34.15,45,1345,356,749,327,2.8007,INLAND,210900,40701
-118.1,34.14,45,3066,659,1287,625,3.5804,<1H OCEAN,324400,45986
-118.11,34.14,52,2401,332,810,308,6.0948,<1H OCEAN,358700,49562
-118.1,34.14,26,6262,1645,3001,1505,3.6572,<1H OCEAN,213200,32545
-118.11,34.14,44,3298,615,1417,643,4.1324,<1H OCEAN,434800,32257
-118.12,34.14,52,2337,352,981,328,5.8692,<1H OCEAN,490400,35581
-118.12,34.14,25,3420,977,1718,947,3.1033,<1H OCEAN,217900,44803
-118.13,34.13,39,2099,397,1500,380,4.8304,<1H OCEAN,493200,41605
-118.13,34.14,23,5465,1494,2511,1359,3.4531,<1H OCEAN,210900,38944
-118.13,34.14,29,3559,1034,1658,965,3.2643,<1H OCEAN,163900,35565
-118.14,34.14,24,10239,2823,4210,2565,3.6997,<1H OCEAN,225000,30306
-118.14,34.14,17,3404,1011,1694,949,2.9511,<1H OCEAN,282300,31028
-118.15,34.14,27,1499,426,755,414,3.875,<1H OCEAN,258300,35425
-118.15,34.14,45,543,191,454,181,2.3,<1H OCEAN,55000,33636
-118.15,34.14,52,403,117,361,105,1.625,<1H OCEAN,187500,42062
-118.16,34.14,27,1551,254,816,233,8.2435,<1H OCEAN,500001,39969
-118.16,34.14,41,3039,482,973,446,7.4817,<1H OCEAN,500001,30411
-118.17,34.14,45,2257,285,759,305,11.7894,<1H OCEAN,500001,33198
-118.18,34.13,44,2734,415,1057,424,7.9213,<1H OCEAN,477800,44717
-118.18,34.13,39,2902,460,1007,420,6.1953,<1H OCEAN,363000,35743
-118.18,34.14,38,3039,487,1131,465,7.7116,<1H OCEAN,360900,36689
-118.15,34.13,30,2763,520,1143,465,4.7298,<1H OCEAN,500001,32425
-118.15,34.13,50,2443,494,947,451,4.7344,<1H OCEAN,314700,40226
-118.16,34.13,36,4003,647,1337,631,7.723,<1H OCEAN,500001,34884
-118.13,34.13,52,2826,381,924,365,7.9976,<1H OCEAN,500001,33331
-118.13,34.12,46,3156,430,1109,423,10.7397,<1H OCEAN,500001,47349
-118.14,34.13,16,3569,821,1505,783,4.9167,<1H OCEAN,251100,40581
-118.14,34.13,49,4438,803,1650,741,5.1072,<1H OCEAN,479700,47269
-118.15,34.13,34,824,224,430,213,3.6389,<1H OCEAN,215000,35162
-118.12,34.13,52,2935,341,975,327,11.706,<1H OCEAN,500001,31677
-118.11,34.12,48,2476,313,900,303,10.6767,<1H OCEAN,500001,46266
-118.11,34.12,52,2954,371,1152,347,11.5609,<1H OCEAN,500001,47811
-118.12,34.12,52,2907,317,956,279,15.0001,<1H OCEAN,500001,39093
-118.12,34.11,52,2787,353,1057,364,10.2317,<1H OCEAN,500001,41707
-118.13,34.11,52,2568,345,1102,345,9.1373,<1H OCEAN,500001,45810
-118.14,34.11,52,2742,422,1153,414,8.1124,<1H OCEAN,500001,31630
-118.1,34.13,44,1917,265,754,257,12.4237,<1H OCEAN,500001,33039
-118.1,34.13,44,1745,237,693,248,9.7912,<1H OCEAN,500001,34014
-118.09,34.12,45,2966,415,1231,409,7.8347,<1H OCEAN,500001,49725
-118.1,34.12,49,3783,579,1601,539,6.3013,<1H OCEAN,500001,36693
-118.1,34.12,50,1835,231,636,211,11.6471,<1H OCEAN,500001,38126
-118.1,34.13,47,2234,276,749,260,15.0001,<1H OCEAN,500001,34579
-118.08,34.13,39,788,128,413,139,5.9546,INLAND,396700,31584
-118.08,34.12,41,1598,280,807,282,5.5067,<1H OCEAN,325000,33259
-118.09,34.12,38,2638,432,1284,433,5.4536,<1H OCEAN,342700,46069
-118.09,34.12,38,1713,285,779,286,5.6152,<1H OCEAN,359900,43587
-118.07,34.13,27,3787,913,1992,853,3.301,INLAND,251200,32271
-118.08,34.13,28,4465,985,2273,949,3.5671,INLAND,228500,46912
-118.07,34.12,30,2201,559,1194,531,4.1136,INLAND,279900,43256
-118.07,34.12,43,1554,287,802,277,4.2312,INLAND,272600,43415
-118.08,34.12,34,2921,641,1541,562,3.6827,<1H OCEAN,264100,45037
-118.08,34.12,27,1685,341,757,317,4.2434,<1H OCEAN,270500,48266
-118.07,34.11,41,2869,563,1627,533,5.0736,<1H OCEAN,270700,30524
-118.07,34.11,47,832,194,419,156,3.1576,<1H OCEAN,225000,34071
-118.08,34.11,42,2628,525,1494,523,3.9464,<1H OCEAN,257200,45785
-118.08,34.11,42,1969,353,927,354,5.5924,<1H OCEAN,285300,47375
-118.08,34.1,32,2830,645,1500,527,3.0819,<1H OCEAN,214600,35368
-118.09,34.11,36,2966,527,1231,482,4.6442,<1H OCEAN,316800,48135
-118.09,34.11,45,1883,275,764,289,6.5078,<1H OCEAN,414800,35908
-118.1,34.1,52,1788,313,792,294,3.75,<1H OCEAN,280000,45910
-118.1,34.11,49,3367,523,1317,495,6.706,<1H OCEAN,351400,33410
-118.11,34.11,50,2131,294,753,284,6.7099,<1H OCEAN,352200,41390
-118.11,34.1,49,2812,478,1329,490,5.2503,<1H OCEAN,292900,38796
-118.12,34.11,48,2124,319,785,319,5.2131,<1H OCEAN,359600,31571
-118.12,34.1,49,2057,430,1103,414,4.0556,<1H OCEAN,282600,34439
-118.12,34.1,34,2918,555,1435,568,4.2344,<1H OCEAN,306300,41600
-118.13,34.1,19,2742,756,1396,703,2.5663,<1H OCEAN,197500,46058
-118.13,34.09,21,3862,1186,2773,1102,2.7816,<1H OCEAN,188200,34238
-118.13,34.1,26,3050,825,2153,772,3.1103,<1H OCEAN,214100,47367
-118.14,34.09,20,3447,1007,2622,934,2.918,<1H OCEAN,208700,48205
-118.13,34.11,45,1780,289,755,328,4.825,<1H OCEAN,351100,38396
-118.13,34.1,24,4670,1185,2478,1107,3.1975,<1H OCEAN,252400,48812
-118.14,34.1,52,4061,861,2290,790,2.8919,<1H OCEAN,258400,44996
-118.14,34.11,52,3367,545,1427,535,5.2292,<1H OCEAN,444500,43034
-118.15,34.1,52,4325,823,1927,795,3.9485,<1H OCEAN,419100,46382
-118.15,34.11,52,2375,369,930,351,7.4111,<1H OCEAN,469100,38904
-118.15,34.11,52,1746,330,704,306,3.7895,<1H OCEAN,364800,36387
-118.15,34.11,52,1000,192,363,158,4.2981,<1H OCEAN,352800,48802
-118.15,34.12,36,6119,1513,2719,1402,3.8427,<1H OCEAN,319700,45284
-118.15,34.12,43,1810,427,742,429,3.8529,<1H OCEAN,350000,33495
-118.15,34.12,52,1518,344,725,296,3.4018,<1H OCEAN,204500,41739
-118.15,34.12,49,1789,288,848,311,6.0199,<1H OCEAN,500000,49740
-118.16,34.12,38,2231,489,940,484,5.4165,<1H OCEAN,435100,30399
-118.17,34.12,37,2246,481,995,459,4.2944,<1H OCEAN,354700,42419
-118.15,34.11,39,2618,582,1314,532,3.5875,<1H OCEAN,309300,43950
-118.15,34.1,39,3856,867,1847,830,3.4559,<1H OCEAN,364900,33127
-118.16,34.11,31,5715,1154,2639,1079,4.1661,<1H OCEAN,364400,39878
-118.16,34.11,48,1091,236,632,234,3.7235,<1H OCEAN,263600,41947
-118.17,34.11,39,1758,436,892,447,3.6406,<1H OCEAN,278900,43168
-118.17,34.11,26,4971,996,2370,932,4.9676,<1H OCEAN,381400,30825
-118.17,34.1,25,4444,647,1922,652,8.058,<1H OCEAN,477300,46496
-118.14,34.1,27,4073,1013,2411,933,3.108,<1H OCEAN,231000,30699
-118.15,34.09,27,1935,460,1456,382,2.8062,<1H OCEAN,192800,43234
-118.15,34.09,52,2203,430,1238,403,4.4306,<1H OCEAN,225800,40930
-118.16,34.09,52,1722,448,1122,425,3.1204,<1H OCEAN,224000,45114
-118.15,34.1,36,3514,818,2277,828,3.1211,<1H OCEAN,229300,48022
-118.15,34.08,44,1053,251,941,256,3.125,<1H OCEAN,205600,45443
-118.15,34.08,48,3697,816,2446,787,3.3988,<1H OCEAN,199200,39695
-118.14,34.09,28,4164,1127,2934,1014,2.7483,<1H OCEAN,218800,34777
-118.14,34.09,38,1745,457,1547,460,2.85,<1H OCEAN,219000,41479
-118.14,34.08,24,3988,1098,2909,1034,2.7036,<1H OCEAN,170000,31667
-118.14,34.08,30,1433,397,1110,346,2.3464,<1H OCEAN,191700,31016
-118.14,34.08,24,2999,786,2937,796,2.9405,<1H OCEAN,217800,45617
-118.14,34.07,52,695,145,523,170,3.665,<1H OCEAN,220400,34123
-118.11,34.1,44,2012,435,1454,456,3.3229,<1H OCEAN,226600,43523
-118.12,34.09,25,4870,1371,3518,1296,3.2307,<1H OCEAN,188400,36094
-118.13,34.09,42,700,212,662,210,3.0078,<1H OCEAN,191700,46612
-118.13,34.09,42,2562,781,1936,687,2.2214,<1H OCEAN,219000,44342
-118.13,34.08,40,1931,449,1367,446,2.575,<1H OCEAN,228400,31201
-118.09,34.1,27,6010,1532,3620,1445,2.7436,<1H OCEAN,201700,42057
-118.1,34.1,41,1379,315,1249,309,2.6553,<1H OCEAN,183100,37981
-118.09,34.09,36,1068,246,949,250,2.3462,<1H OCEAN,188500,46267
-118.1,34.09,44,2352,484,1517,463,4.2833,<1H OCEAN,258000,49506
-118.1,34.1,29,1937,448,1352,433,3.81,<1H OCEAN,234600,37445
-118.11,34.1,20,3090,802,2109,738,3.3801,<1H OCEAN,192500,31379
-118.1,34.1,34,2578,645,1628,617,2.34,<1H OCEAN,210900,49345
-118.07,34.1,34,2253,522,1262,511,3.4375,<1H OCEAN,259800,47185
-118.07,34.09,33,2178,445,1153,400,3.6083,<1H OCEAN,212000,43689
-118.07,34.1,28,676,177,543,185,3.2361,<1H OCEAN,187500,34763
-118.07,34.1,32,4275,,2812,1012,3.3512,<1H OCEAN,214100,35941
-118.08,34.1,36,2679,548,1605,533,3.5313,<1H OCEAN,213200,35600
-118.09,34.1,40,1904,393,1183,364,3.6696,<1H OCEAN,210400,34690
-118.08,34.08,38,1889,407,1330,396,3.9219,<1H OCEAN,205200,49855
-118.08,34.08,43,1716,402,1343,386,2.9688,<1H OCEAN,211400,33646
-118.09,34.09,40,855,208,745,222,3.0125,<1H OCEAN,224000,40219
-118.09,34.08,34,1513,384,986,336,2.6901,<1H OCEAN,235600,48468
-118.09,34.08,33,1430,344,1165,328,3.0357,<1H OCEAN,206000,37009
-118.09,34.08,42,1003,236,769,231,3.1607,<1H OCEAN,218300,36844
-118.1,34.09,42,1460,289,829,273,4.875,<1H OCEAN,227300,45386
-118.1,34.08,37,2894,659,1977,636,2.543,<1H OCEAN,208100,47749
-118.1,34.08,24,4510,1296,3985,1240,2.6884,<1H OCEAN,204600,38335
-118.1,34.09,46,2822,525,1434,520,3.8906,<1H OCEAN,238300,35712
-118.11,34.08,42,3172,644,1829,642,3.3966,<1H OCEAN,243200,44130
-118.11,34.08,30,2350,472,945,467,3.3421,<1H OCEAN,201000,33245
-118.11,34.08,45,1106,226,779,205,4.5446,<1H OCEAN,244800,47920
-118.11,34.07,46,1130,229,698,209,5.2719,<1H OCEAN,244400,38892
-118.12,34.09,25,3603,1003,2719,913,2.6981,<1H OCEAN,208000,44689
-118.12,34.08,52,1437,290,980,282,5.3032,<1H OCEAN,245700,37060
-118.12,34.08,49,1782,374,1010,367,3.1583,<1H OCEAN,268200,36996
-118.13,34.08,34,3848,991,2814,972,2.6716,<1H OCEAN,227100,34108
-118.12,34.08,35,2248,,1762,622,3,<1H OCEAN,253900,35740
-118.13,34.08,35,2517,662,1883,607,2.5787,<1H OCEAN,223000,41076
-118.12,34.08,36,2433,585,1565,563,3.2344,<1H OCEAN,234900,32507
-118.13,34.07,32,1880,428,1404,424,3.085,<1H OCEAN,220500,30348
-118.12,34.07,45,1770,423,1410,389,3.0592,<1H OCEAN,212500,30369
-118.12,34.07,43,1050,252,820,244,2.025,<1H OCEAN,215600,36881
-118.12,34.06,23,1190,347,965,327,2.2261,<1H OCEAN,211800,36222
-118.13,34.06,17,1714,572,1590,568,1.1875,<1H OCEAN,183900,41990
-118.13,34.07,20,2130,654,1870,578,2.3664,<1H OCEAN,192200,42097
-118.12,34.06,17,5137,1614,4945,1535,2.4599,<1H OCEAN,181600,44143
-118.11,34.07,19,3215,907,3072,870,2.3393,<1H OCEAN,202300,36541
-118.11,34.06,18,2609,721,2221,703,2.3224,<1H OCEAN,192300,48221
-118.14,34.07,42,1036,199,656,215,4.1902,<1H OCEAN,235000,41495
-118.14,34.06,39,2390,444,1246,422,3.7857,<1H OCEAN,245700,40575
-118.14,34.06,37,1339,258,706,238,4.7569,<1H OCEAN,253800,47732
-118.15,34.07,52,1983,344,887,331,3.2875,<1H OCEAN,234400,48732
-118.15,34.07,44,1626,383,1063,334,2.4348,<1H OCEAN,220700,47657
-118.16,34.07,47,2994,543,1651,561,3.8644,<1H OCEAN,241500,43866
-118.16,34.07,42,3836,777,2118,754,3.6364,<1H OCEAN,254600,46137
-118.15,34.07,40,1072,204,940,200,3.125,<1H OCEAN,242700,34641
-118.15,34.06,28,3855,922,2517,874,3.505,<1H OCEAN,204300,49026
-118.16,34.06,25,4284,741,2163,701,6.1509,<1H OCEAN,315100,46301
-118.16,34.06,27,1675,274,785,275,5.828,<1H OCEAN,301100,33379
-118.14,34.05,25,5478,1136,3062,1096,3.4118,<1H OCEAN,341100,43928
-118.15,34.05,31,3362,799,1939,754,3.5089,<1H OCEAN,305800,40622
-118.15,34.05,33,3287,649,1783,653,3.8472,<1H OCEAN,293300,45579
-118.13,34.06,30,1692,398,1130,365,2.8672,<1H OCEAN,198500,44906
-118.14,34.06,27,5257,1082,3496,1036,3.3906,<1H OCEAN,237200,40800
-118.13,34.05,35,3229,616,1879,595,3.9531,<1H OCEAN,268400,41433
-118.14,34.05,39,1880,367,954,349,3.875,<1H OCEAN,236400,42294
-118.12,34.06,35,1729,438,1308,412,2.5321,<1H OCEAN,197200,42683
-118.12,34.06,25,1137,293,800,281,2.4286,<1H OCEAN,233300,44061
-118.12,34.06,25,1526,388,1304,378,3.1892,<1H OCEAN,214700,48274
-118.11,34.06,32,1273,344,1148,368,2.1061,<1H OCEAN,214700,31001
-118.11,34.06,16,2416,565,1750,514,2.8229,<1H OCEAN,163700,37568
-118.11,34.06,14,2628,668,2208,574,2.9764,<1H OCEAN,160300,37795
-118.09,34.07,45,593,133,481,128,2.5938,<1H OCEAN,199300,48593
-118.09,34.07,38,1036,226,1058,235,3.2578,<1H OCEAN,184200,31726
-118.1,34.08,21,1349,352,1188,330,2.5,<1H OCEAN,182100,30799
-118.1,34.07,29,1179,313,1255,308,2.5964,<1H OCEAN,176800,41223
-118.11,34.07,39,1270,299,1073,278,3.3088,<1H OCEAN,186600,41117
-118.1,34.07,36,1240,349,1383,338,2.4931,<1H OCEAN,170300,43601
-118.1,34.07,36,3661,956,3816,931,2.5104,<1H OCEAN,185000,38618
-118.09,34.07,26,794,182,709,170,3.175,<1H OCEAN,170800,43501
-118.1,34.07,33,3437,1081,3817,1042,2.25,<1H OCEAN,203700,45789
-118.09,34.07,45,726,146,568,160,3.0347,<1H OCEAN,183200,35475
-118.09,34.07,31,1054,252,1032,258,2.3424,<1H OCEAN,188500,39302
-118.09,34.06,30,1980,552,2264,511,2.6094,<1H OCEAN,179400,43451
-118.09,34.06,38,3230,840,3485,827,2.629,<1H OCEAN,171600,42586
-118.08,34.04,20,5841,1146,3273,1131,4.7222,<1H OCEAN,185100,41007
-118.09,34.06,31,1146,289,1163,258,2.2083,<1H OCEAN,185600,44639
-118.1,34.06,31,2852,740,3100,725,2.9524,<1H OCEAN,178800,37914
-118.1,34.06,36,1463,369,1492,366,3.25,<1H OCEAN,179200,45890
-118.11,34.06,30,1547,436,1700,410,2.5488,<1H OCEAN,187500,42809
-118.09,34.05,22,1764,357,1379,363,3.5357,<1H OCEAN,199000,45038
-118.1,34.05,31,3559,734,2975,715,3.756,<1H OCEAN,183300,44400
-118.1,34.05,26,1495,328,1296,304,2.913,<1H OCEAN,152300,30357
-118.09,34.04,18,5580,1369,3842,1276,3.6512,<1H OCEAN,168500,32981
-118.09,34.04,24,1543,257,824,271,6.4385,<1H OCEAN,272600,42012
-118.11,34.05,23,3436,565,1729,529,5.9941,<1H OCEAN,266700,42648
-118.11,34.04,28,3913,696,2264,697,5.2446,<1H OCEAN,258000,39574
-118.12,34.05,32,3775,786,2416,792,3.6625,<1H OCEAN,247600,45301
-118.12,34.04,35,1038,209,598,190,5.9214,<1H OCEAN,254900,43727
-118.13,34.04,36,1938,364,1118,374,3.5833,<1H OCEAN,227300,41124
-118.13,34.04,40,1444,312,881,303,3.1083,<1H OCEAN,220500,40510
-118.14,34.03,38,1447,293,1042,284,4.1375,<1H OCEAN,211500,47593
-118.15,34.04,33,818,195,664,198,2.1944,<1H OCEAN,203300,34803
-118.14,34.04,43,1949,464,1216,457,3.3214,<1H OCEAN,209300,44526
-118.14,34.04,40,1966,391,1120,362,3.7109,<1H OCEAN,198800,33289
-118.14,34.04,37,1129,212,509,202,2.6146,<1H OCEAN,243200,34001
-118.11,34.03,36,1493,316,989,293,3.5272,<1H OCEAN,213700,32164
-118.13,34.04,42,2205,451,1392,423,4.3646,<1H OCEAN,211400,43513
-118.12,34.04,34,2103,427,1355,434,4.5795,<1H OCEAN,235300,39316
-118.12,34.04,35,1064,203,608,201,4.0938,<1H OCEAN,246900,47271
-117.93,33.95,31,3600,468,1382,435,7.4597,<1H OCEAN,500001,44758
-117.95,33.95,29,4943,674,1913,641,6.8189,<1H OCEAN,379300,33885
-117.95,33.97,33,1113,145,424,137,8.3474,<1H OCEAN,500001,32897
-117.97,33.96,30,4873,667,1995,638,7.2472,<1H OCEAN,441900,46507
-117.98,33.95,35,4055,652,1758,639,6.1898,<1H OCEAN,282400,30100
-117.98,33.94,36,4297,717,2038,700,5.2851,<1H OCEAN,258800,40446
-117.99,33.95,30,2217,284,851,291,10.4835,<1H OCEAN,498600,43036
-118,33.95,35,1431,210,505,213,6.8109,<1H OCEAN,401000,39625
-118.01,33.95,35,1755,322,774,290,5.0861,<1H OCEAN,296700,31572
-118,33.96,37,2414,323,878,305,9.1541,<1H OCEAN,453800,36907
-117.99,33.97,18,4078,484,1490,482,10.8034,<1H OCEAN,500001,41833
-118.05,34.02,31,40,8,25,7,2.125,<1H OCEAN,375000,44702
-118.03,34.01,10,6531,1036,2975,1018,6.2319,<1H OCEAN,403700,49015
-118.06,34.02,25,3548,639,2653,664,5.2557,<1H OCEAN,188800,30752
-118.06,34.01,34,1962,396,1488,332,3.9091,<1H OCEAN,155100,37014
-118.07,34.01,38,2245,444,1540,419,3.7986,<1H OCEAN,171000,46999
-118.07,34.01,36,1391,283,1025,275,3.2375,<1H OCEAN,176800,45128
-118.08,34.01,32,1973,401,1322,386,3.4861,<1H OCEAN,158100,32945
-118.07,34,42,1392,351,1471,348,2.63,<1H OCEAN,143800,44135
-118.08,34,35,1188,342,1373,332,2.9107,<1H OCEAN,150900,43276
-118.08,34.01,34,1914,549,2122,529,2.5969,<1H OCEAN,150200,43236
-118.08,34.02,14,3789,810,2551,793,2.9321,<1H OCEAN,144200,49688
-118.08,34.01,33,1091,233,890,226,2.7679,<1H OCEAN,176400,36152
-118.08,34.01,36,1248,322,1282,326,3.2031,<1H OCEAN,147600,35884
-118.09,34.01,36,1465,363,1538,342,3.5469,<1H OCEAN,150600,36080
-118.09,34.01,42,897,229,1094,238,2.0729,<1H OCEAN,114100,30286
-118.09,34.01,31,1108,238,1151,229,4.3333,<1H OCEAN,149500,43571
-118.09,34,36,1722,353,1174,335,3.045,<1H OCEAN,160600,48587
-118.09,34,35,1580,331,1290,338,4.1458,<1H OCEAN,162500,41182
-118.09,33.99,34,1369,270,1005,272,3.692,<1H OCEAN,172600,47511
-118.1,33.99,36,1529,290,1271,287,3.6875,<1H OCEAN,175200,30900
-118.1,33.99,35,1326,272,933,267,3.4306,<1H OCEAN,162500,33347
-118.1,33.99,31,965,217,599,206,2.7202,<1H OCEAN,190300,30663
-118.08,33.98,36,1492,282,1041,270,4.0677,<1H OCEAN,165800,30814
-118.08,33.98,39,1042,221,863,228,3.6033,<1H OCEAN,157800,47568
-118.09,33.98,37,1270,272,1092,274,3.5,<1H OCEAN,160700,46749
-118.09,33.99,35,2787,639,1923,614,3.5757,<1H OCEAN,177900,46435
-118.08,33.99,38,1683,328,1369,339,3.6196,<1H OCEAN,170700,37525
-118.08,33.99,37,1419,310,1125,296,2.5,<1H OCEAN,162000,41443
-118.08,33.99,36,2024,590,2028,573,2.8152,<1H OCEAN,163900,44746
-118.08,34,32,1165,358,997,361,0.9817,<1H OCEAN,166300,34493
-118.07,33.99,35,1625,302,1134,288,4.5595,<1H OCEAN,164900,41828
-118.07,33.99,41,1204,252,1002,248,3.0577,<1H OCEAN,163300,30390
-118.07,33.99,39,552,151,807,168,3.25,<1H OCEAN,153300,41699
-118.06,33.98,40,1723,370,1221,370,3.3562,<1H OCEAN,169200,43533
-118.06,33.98,40,1410,255,932,273,4.2206,<1H OCEAN,178000,40317
-118.06,33.98,42,1342,243,615,208,5.4381,<1H OCEAN,186900,36411
-118.06,33.98,50,1146,238,579,213,2.9583,<1H OCEAN,172600,31764
-118.06,33.98,38,1862,319,975,305,4.7266,<1H OCEAN,177600,48736
-118.06,34,34,5002,917,2597,893,3.9243,<1H OCEAN,219800,45469
-118.07,34,37,2976,636,2117,598,4.1058,<1H OCEAN,167300,41946
-118.05,33.99,42,2480,401,1085,438,5.193,<1H OCEAN,263400,41714
-118.04,33.99,36,3531,754,1613,697,3.2359,<1H OCEAN,198600,32867
-118.05,33.99,38,1619,,886,357,3.7328,<1H OCEAN,182400,36046
-118.06,33.99,38,862,178,484,176,4.375,<1H OCEAN,186200,47799
-118.06,33.99,47,1588,309,827,292,3.7833,<1H OCEAN,166100,32543
-118.06,33.99,46,1203,219,637,211,3.3611,<1H OCEAN,174400,43115
-118.06,33.99,45,1471,255,670,250,4.5478,<1H OCEAN,188000,47304
-118.04,33.98,50,1951,458,1362,454,3,<1H OCEAN,163200,36810
-118.05,33.98,41,1406,428,1174,390,2.0147,<1H OCEAN,137500,48512
-118.05,33.98,41,1694,413,1222,387,2.8311,<1H OCEAN,155300,30938
-118.04,34,30,5308,854,2114,838,5.1985,<1H OCEAN,279200,42884
-118.03,33.99,52,2792,461,1177,439,3.4312,<1H OCEAN,243800,41163
-118.03,33.98,46,1974,465,880,441,2.7578,<1H OCEAN,236800,36186
-118.04,33.98,43,2446,764,1699,692,2.625,<1H OCEAN,163300,40292
-118.04,33.98,28,1617,507,1158,486,1.9688,<1H OCEAN,165600,49903
-118.04,33.98,25,3040,831,1580,735,2.3182,<1H OCEAN,182100,49647
-118.04,33.99,47,2530,565,1262,509,3.6475,<1H OCEAN,197100,32689
-118.02,33.98,23,1995,306,707,293,8.6677,<1H OCEAN,332700,32782
-118.03,33.97,32,2468,552,1190,479,3.8275,<1H OCEAN,238500,36071
-118.02,33.97,34,1903,293,887,306,6.148,<1H OCEAN,313800,37682
-118.01,33.97,36,1451,224,608,246,6.0648,<1H OCEAN,290800,48044
-118,33.97,30,6540,991,3124,953,6.0663,<1H OCEAN,372600,43963
-118.01,33.96,36,1805,288,882,308,5.3054,<1H OCEAN,273500,46181
-118.02,33.96,36,2002,361,913,311,4.5446,<1H OCEAN,244700,31199
-118.02,33.96,36,2071,398,988,404,4.6226,<1H OCEAN,219700,37328
-118.03,33.97,36,1601,290,715,284,4.8152,<1H OCEAN,232400,36498
-118.03,33.97,39,1996,389,1029,387,4.65,<1H OCEAN,224300,45198
-118.03,33.97,39,2126,434,1103,433,3.2852,<1H OCEAN,196200,41150
-118.03,33.97,36,2149,527,1359,481,2.824,<1H OCEAN,167900,30072
-118.04,33.97,29,2376,700,1968,680,2.6082,<1H OCEAN,162500,30486
-118.04,33.97,25,2945,914,2313,832,2.5686,<1H OCEAN,177500,34394
-118.03,33.97,22,2185,623,1644,606,2.593,<1H OCEAN,192000,49093
-118.02,33.95,38,2139,426,1138,412,4.2917,<1H OCEAN,168900,46192
-118.02,33.95,36,1681,329,964,311,4.108,<1H OCEAN,181200,42740
-118.03,33.96,37,1745,365,1022,368,4.0536,<1H OCEAN,171400,34114
-118.03,33.96,37,1180,256,614,242,3.117,<1H OCEAN,164600,37888
-118.03,33.95,34,1882,428,1034,375,3.6509,<1H OCEAN,173200,38935
-118.03,33.95,37,1772,321,934,326,4.1471,<1H OCEAN,177800,43462
-118.04,33.95,36,2722,515,1390,486,3.8214,<1H OCEAN,178500,40541
-118.04,33.96,37,1948,395,1163,379,3.225,<1H OCEAN,154000,44119
-118.04,33.96,42,1430,338,1269,321,3.3214,<1H OCEAN,148800,39953
-118.05,33.96,37,2622,652,2778,644,2.9714,<1H OCEAN,160300,33306
-118.04,33.97,34,1759,431,1282,391,3.0491,<1H OCEAN,158200,39963
-118.05,33.98,34,2142,390,1305,406,4.0379,<1H OCEAN,172800,48092
-118.05,33.97,36,2854,688,2816,673,3.6,<1H OCEAN,154000,41230
-118.06,33.97,37,1645,308,1077,320,4.3203,<1H OCEAN,159200,40718
-118.07,33.98,32,3304,714,2032,690,3.2093,<1H OCEAN,167800,31024
